variant_name,layer_index,probe_name,group_type,group_name,run_count,example_count_mean,example_count_std,test_accuracy_mean,test_accuracy_std,test_accuracy_polarity_invariant_mean,test_accuracy_polarity_invariant_std
pretrained,4,pairwise,template_id,mixed_bc_inverse,5,24,0.0,0.6083333333333334,0.08122328620674137,0.6083333333333334,0.08122328620674137
pretrained,4,pairwise,template_id,passive_forward,5,24,0.0,0.6333333333333333,0.15975241260567347,0.6666666666666666,0.11410886614690965
pretrained,4,query_only,template_family_id,above,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_family_id,active,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_family_id,below,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_family_id,mixed_ab_inverse,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_family_id,mixed_bc_inverse,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_family_id,passive,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_id,above_reverse,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_id,active_reverse,5,24,0.0,0.5,0.0,0.5,0.0
pretrained,4,query_only,template_id,below_forward,5,24,0.0,0.5,0.0,0.5,0.0
